Info,Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
,Anairetes nigrocristatus,Maranon Tit-tyrant,,Tyrannidae,Anairetes nigrocristatus,Black-crested Tit-tyrant,,Tyrannidae,
,Tachuris rubrigastra,Many-coloured Rush-tyrant,,Tyrannidae,Tachuris rubrigastra,Many-colored Rush-tyrant,,Tyrannidae,
,Pseudocolopteryx flaviventris,Warbling Doradito,,Tyrannidae,,,,,
,,,,,Pseudocolopteryx flaviventris,Warbling Doradito,,Tyrannidae,
,,,,,Pseudocolopteryx citreola,Ticking Doradito,,Tyrannidae,
,Euscarthmus meloryphus,Tawny-crowned Pygmy-tyrant,,Tyrannidae,,,,,
,,,,,Euscarthmus meloryphus,Tawny-crowned Pygmy-tyrant,,Tyrannidae,
,,,,,Euscarthmus fulviceps,Tawny-fronted Pygmy-tyrant,,Tyrannidae,
,Mionectes olivaceus,Olive-striped Flycatcher,,Tyrannidae,,,,,
,,,,,Mionectes olivaceus,Olive-streaked Flycatcher,,Tyrannidae,
,,,,,Mionectes galbinus,Olive-striped Flycatcher,,Tyrannidae,
,Mionectes macconnelli,MacConnell's Flycatcher,,Tyrannidae,,,,,
,,,,,Mionectes macconnelli,McConnell's Flycatcher,,Tyrannidae,
,,,,,Mionectes roraimae,Sierra de Lema Flycatcher,,Tyrannidae,
,Leptopogon superciliaris,Slaty-capped Flycatcher,,Tyrannidae,,,,,
,,,,,Leptopogon superciliaris,Slaty-capped Flycatcher,,Tyrannidae,
,,,,,Leptopogon albidiventer,White-bellied Flycatcher,,Tyrannidae,
,Phylloscartes ophthalmicus,Marble-faced Bristle-tyrant,,Tyrannidae,Pogonotriccus ophthalmicus,Marble-faced Bristle-tyrant,,Tyrannidae,
,Phylloscartes venezuelanus,Venezuelan Bristle-tyrant,,Tyrannidae,Pogonotriccus venezuelanus,Venezuelan Bristle-tyrant,,Tyrannidae,
,Phylloscartes lanyoni,Antioquia Bristle-tyrant,,Tyrannidae,Pogonotriccus lanyoni,Antioquia Bristle-tyrant,,Tyrannidae,
,Phylloscartes orbitalis,Spectacled Bristle-tyrant,,Tyrannidae,Pogonotriccus orbitalis,Spectacled Bristle-tyrant,,Tyrannidae,
,Phylloscartes poecilotis,Variegated Bristle-tyrant,,Tyrannidae,Pogonotriccus poecilotis,Variegated Bristle-tyrant,,Tyrannidae,
,Phylloscartes eximius,Southern Bristle-tyrant,,Tyrannidae,Pogonotriccus eximius,Southern Bristle-tyrant,,Tyrannidae,
,Phylloscartes chapmani,Chapman's Tyrannulet,,Tyrannidae,Pogonotriccus chapmani,Chapman's Bristle-tyrant,,Tyrannidae,
,Hemitriccus iohannis,Johannes's Tody-tyrant,,Tyrannidae,Hemitriccus iohannis,Joao's Tody-tyrant,,Tyrannidae,
,,,,,Hemitriccus cohnhafti,Acre Tody-tyrant,,Tyrannidae,
,Hemitriccus furcatus,Fork-tailed Pygmy-tyrant,,Tyrannidae,Hemitriccus furcatus,Fork-tailed Tody-tyrant,,Tyrannidae,
,Rhynchocyclus olivaceus,Olivaceous Flatbill,,Tyrannidae,,,,,
,,,,,Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,,Tyrannidae,
,,,,,Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,,Tyrannidae,
,Tolmomyias sulphurescens,Yellow-olive Flycatcher,,Tyrannidae,Tolmomyias sulphurescens,Yellow-olive Flatbill,,Tyrannidae,
,Tolmomyias traylori,Orange-eyed Flycatcher,,Tyrannidae,Tolmomyias traylori,Orange-eyed Flatbill,,Tyrannidae,
,Tolmomyias assimilis,Yellow-margined Flycatcher,,Tyrannidae,,,,,
,,,,,Tolmomyias assimilis,Yellow-margined Flatbill,,Tyrannidae,
,,,,,Tolmomyias flavotectus,Yellow-winged Flatbill,,Tyrannidae,
,Tolmomyias poliocephalus,Grey-crowned Flycatcher,,Tyrannidae,Tolmomyias poliocephalus,Grey-crowned Flatbill,,Tyrannidae,
,Tolmomyias flaviventris,Yellow-breasted Flycatcher,,Tyrannidae,,,,,
,,,,,Tolmomyias flaviventris,Ochre-lored Flatbill,,Tyrannidae,
,,,,,Tolmomyias viridiceps,Olive-faced Flatbill,,Tyrannidae,
,Platyrinchus mystaceus,White-throated Spadebill,,Tyrannidae,,,,,
,,,,,Platyrinchus mystaceus,Eastern White-throated Spadebill,,Tyrannidae,
,,,,,Platyrinchus albogularis,Western White-throated Spadebill,,Tyrannidae,
,Onychorhynchus coronatus,Amazonian Royal Flycatcher,,Tyrannidae,Onychorhynchus coronatus,Amazonian Royal Flycatcher,,Tityridae,
,Onychorhynchus swainsoni,Atlantic Royal Flycatcher,,Tyrannidae,Onychorhynchus swainsoni,Atlantic Royal Flycatcher,,Tityridae,
,Onychorhynchus occidentalis,Pacific Royal Flycatcher,,Tyrannidae,Onychorhynchus occidentalis,Pacific Royal Flycatcher,,Tityridae,
,Onychorhynchus mexicanus,Northern Royal Flycatcher,,Tyrannidae,Onychorhynchus mexicanus,Northern Royal Flycatcher,,Tityridae,
,Myiotriccus ornatus,Ornate Flycatcher,,Tyrannidae,,,,,
,,,,,Myiotriccus ornatus,Western Ornate Flycatcher,,Tyrannidae,
,,,,,Myiotriccus phoenicurus,Eastern Ornate Flycatcher,,Tyrannidae,
,Myiophobus pulcher,Handsome Flycatcher,,Tyrannidae,Nephelomyias pulcher,Handsome Flycatcher,,Tyrannidae,
,Myiophobus lintoni,Orange-banded Flycatcher,,Tyrannidae,Nephelomyias lintoni,Orange-banded Flycatcher,,Tyrannidae,
,Myiophobus ochraceiventris,Ochraceous-breasted Flycatcher,,Tyrannidae,Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,,Tyrannidae,
,Myiophobus fasciatus,Bran-coloured Flycatcher,,Tyrannidae,,,,,
,,,,,Myiophobus fasciatus,Bran-colored Flycatcher,,Tyrannidae,
,,,,,Myiophobus crypterythrus,Mouse-grey Flycatcher,,Tyrannidae,
,,,,,Myiophobus rufescens,Rufescent Flycatcher,,Tyrannidae,
,Terenotriccus erythrurus,Ruddy-tailed Flycatcher,,Tyrannidae,Terenotriccus erythrurus,Ruddy-tailed Flycatcher,,Tityridae,
,Myiobius villosus,Tawny-breasted Flycatcher,,Tyrannidae,Myiobius villosus,Tawny-breasted Flycatcher,,Tityridae,
,Myiobius barbatus,Bearded Flycatcher,,Tyrannidae,Myiobius barbatus,Whiskered Flycatcher,,Tityridae,
,Myiobius sulphureipygius,Sulphur-rumped Flycatcher,,Tyrannidae,Myiobius sulphureipygius,Sulphur-rumped Flycatcher,,Tityridae,
,Myiobius atricaudus,Black-tailed Flycatcher,,Tyrannidae,Myiobius atricaudus,Black-tailed Flycatcher,,Tityridae,
,Hirundinea ferruginea,Cliff Flycatcher,,Tyrannidae,,,,,
,,,,,Hirundinea ferruginea,Cliff Flycatcher,,Tyrannidae,
,,,,,Hirundinea bellicosa,Swallow Flycatcher,,Tyrannidae,
,Contopus fumigatus,Smoke-coloured Pewee,,Tyrannidae,Contopus fumigatus,Smoke-colored Pewee,,Tyrannidae,
,Contopus cinereus,Tropical Pewee,,Tyrannidae,,,,,
,,,,,Contopus cinereus,Southern Tropical Pewee,,Tyrannidae,
,,,,,Contopus bogotensis,Northern Tropical Pewee,,Tyrannidae,
,,,,,Contopus punensis,Western Tropical Pewee,,Tyrannidae,
,Contopus caribaeus,Greater Antillean Pewee,,Tyrannidae,Contopus caribaeus,Cuban Pewee,,Tyrannidae,
,Empidonax wrightii,Grey Flycatcher,,Tyrannidae,Empidonax wrightii,American Grey Flycatcher,,Tyrannidae,
,Pyrocephalus rubinus,Vermilion Flycatcher,,Tyrannidae,,,,,
,,,,,Pyrocephalus rubinus,Common Vermilion Flycatcher,,Tyrannidae,
,,,,,Pyrocephalus nanus,Little Vermilion Flycatcher,,Tyrannidae,
,,,,,Pyrocephalus dubius,Least Vermilion Flycatcher,,Tyrannidae,
,Ochthoeca frontalis,Crowned Chat-tyrant,,Tyrannidae,Silvicultrix frontalis,Crowned Chat-tyrant,,Tyrannidae,
,Ochthoeca jelskii,Jelski's Chat-tyrant,,Tyrannidae,Silvicultrix jelskii,Jelski's Chat-tyrant,,Tyrannidae,
,Ochthoeca diadema,Yellow-bellied Chat-tyrant,,Tyrannidae,Silvicultrix diadema,Yellow-bellied Chat-tyrant,,Tyrannidae,
,Ochthoeca pulchella,Golden-browed Chat-tyrant,,Tyrannidae,Silvicultrix pulchella,Golden-browed Chat-tyrant,,Tyrannidae,
,Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,,Tyrannidae,,,,,
,,,,,Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,,Tyrannidae,
,,,,,Ochthoeca nigrita,Blackish Chat-tyrant,,Tyrannidae,
,,,,,Ochthoeca thoracica,Chestnut-belted Chat-tyrant,,Tyrannidae,
,Ochthoeca fumicolor,Brown-backed Chat-tyrant,,Tyrannidae,,,,,
,,,,,Ochthoeca fumicolor,Brown-backed Chat-tyrant,,Tyrannidae,
,,,,,Ochthoeca superciliosa,Rufous-browed Chat-tyrant,,Tyrannidae,
,Tumbezia salvini,Tumbes Tyrant,,Tyrannidae,Ochthoeca salvini,Tumbes Tyrant,,Tyrannidae,
,Ochthornis littoralis,Drab Water Tyrant,,Tyrannidae,Ochthornis littoralis,Drab Water-tyrant,,Tyrannidae,
,Muscisaxicola rufivertex,Rufous-naped Ground-tyrant,,Tyrannidae,,,,,
,,,,,Muscisaxicola rufivertex,Rufous-naped Ground-tyrant,,Tyrannidae,
,,,,,Muscisaxicola occipitalis,Chestnut-naped Ground-tyrant,,Tyrannidae,
,Lessonia rufa,Patagonian Negrito,,Tyrannidae,Lessonia rufa,Austral Negrito,,Tyrannidae,
,Knipolegus striaticeps,Cinereous Tyrant,,Tyrannidae,Knipolegus striaticeps,Cinereous Black-tyrant,,Tyrannidae,
,Knipolegus signatus,Andean Tyrant,,Tyrannidae,,,,,
,,,,,Knipolegus signatus,Andean Black-tyrant,,Tyrannidae,
,,,,,Knipolegus cabanisi,Plumbeous Black-tyrant,,Tyrannidae,
,Knipolegus orenocensis,Riverside Tyrant,,Tyrannidae,,,,,
,,,,,Knipolegus orenocensis,Riverside Tyrant,,Tyrannidae,
,,,,,Knipolegus sclateri,Sclater's Black-tyrant,,Tyrannidae,
,Knipolegus aterrimus,White-winged Black-tyrant,,Tyrannidae,,,,,
,,,,,Knipolegus aterrimus,White-winged Black-tyrant,,Tyrannidae,
,,,,,Knipolegus heterogyna,White-rumped Black-tyrant,,Tyrannidae,
,Knipolegus franciscanus,Brazilian Black-tyrant,,Tyrannidae,Knipolegus franciscanus,Caatinga Black-tyrant,,Tyrannidae,
,Muscipipra vetula,Shear-tailed Grey-tyrant,,Tyrannidae,Muscipipra vetula,Shear-tailed Grey Tyrant,,Tyrannidae,
,Attila bolivianus,Dull-capped Attila,,Tyrannidae,Attila bolivianus,White-eyed Attila,,Tyrannidae,
,Laniocera rufescens,Speckled Mourner,,Cotingidae,Laniocera rufescens,Speckled Mourner,,Tityridae,
,Laniocera hypopyrra,Cinereous Mourner,,Cotingidae,Laniocera hypopyrra,Cinereous Mourner,,Tityridae,
,Sirystes sibilator,Sirystes,,Tyrannidae,,,,,
,,,,,Sirystes sibilator,Sibilant Sirystes,,Tyrannidae,
,,,,,Sirystes albocinereus,White-rumped Sirystes,,Tyrannidae,
,,,,,Sirystes subcanescens,Todd's Sirystes,,Tyrannidae,
,,,,,Sirystes albogriseus,Choco Sirystes,,Tyrannidae,
,Myiarchus magnirostris,Large-billed Flycatcher,,Tyrannidae,Myiarchus magnirostris,Galapagos Flycatcher,,Tyrannidae,
,Empidonomus aurantioatrocristatus,Crowned Slaty Flycatcher,,Tyrannidae,Griseotyrannus aurantioatrocristatus,Crowned Slaty Flycatcher,,Tyrannidae,
,,,,,Myiodynastes hemichrysus,Golden-bellied Flycatcher,,Tyrannidae,
,Myiodynastes hemichrysus,Golden-bellied Flycatcher,,Tyrannidae,,,,,
,Myiodynastes chrysocephalus,Golden-crowned Flycatcher,,Tyrannidae,,,,,
,,,,,Myiodynastes chrysocephalus,Golden-crowned Flycatcher,,Tyrannidae,
,Myiodynastes maculatus,Streaked Flycatcher,,Tyrannidae,,,,,
,,,,,Myiodynastes maculatus,Northern Streaked Flycatcher,,Tyrannidae,
,,,,,Myiodynastes solitarius,Southern Streaked Flycatcher,,Tyrannidae,
,Pitangus lictor,Lesser Kiskadee,,Tyrannidae,Philohydor lictor,Lesser Kiskadee,,Tyrannidae,
,Phelpsia inornatus,White-bearded Flycatcher,,Tyrannidae,Phelpsia inornata,White-bearded Flycatcher,,Tyrannidae,
,Xenopsaris albinucha,White-naped Xenopsaris,,Cotingidae,Xenopsaris albinucha,White-naped Becard,,Tityridae,
,Pachyramphus viridis,Green-backed Becard,,Cotingidae,,,,,
,,,,,Pachyramphus viridis,Green-backed Becard,,Tityridae,
,,,,,Pachyramphus griseigularis,Green-cheeked Becard,,Tityridae,
,,,,,Pachyramphus xanthogenys,Yellow-cheeked Becard,,Tityridae,
,Pachyramphus versicolor,Barred Becard,,Cotingidae,Pachyramphus versicolor,Barred Becard,,Tityridae,
,Pachyramphus cinnamomeus,Cinnamon Becard,,Cotingidae,Pachyramphus cinnamomeus,Cinnamon Becard,,Tityridae,
,Pachyramphus castaneus,Chestnut-crowned Becard,,Cotingidae,Pachyramphus castaneus,Chestnut-crowned Becard,,Tityridae,
,Pachyramphus polychopterus,White-winged Becard,,Cotingidae,Pachyramphus polychopterus,White-winged Becard,,Tityridae,
,Pachyramphus major,Grey-collared Becard,,Cotingidae,,,,,
,,,,,Pachyramphus major,Eastern Grey-collared Becard,,Tityridae,
,,,,,Pachyramphus uropygialis,Western Grey-collared Becard,,Tityridae,
,Pachyramphus albogriseus,Black-and-white Becard,,Cotingidae,Pachyramphus albogriseus,Black-and-white Becard,,Tityridae,
,Pachyramphus marginatus,Black-capped Becard,,Cotingidae,Pachyramphus marginatus,Black-capped Becard,,Tityridae,
,Pachyramphus surinamus,Glossy-backed Becard,,Cotingidae,Pachyramphus surinamus,Glossy-backed Becard,,Tityridae,
,Pachyramphus rufus,Cinereous Becard,,Cotingidae,Pachyramphus rufus,Cinereous Becard,,Tityridae,
,Pachyramphus spodiurus,Slaty Becard,,Cotingidae,Pachyramphus spodiurus,Slaty Becard,,Tityridae,
,Pachyramphus aglaiae,Rose-throated Becard,,Cotingidae,Pachyramphus aglaiae,Rose-throated Becard,,Tityridae,
,Pachyramphus homochrous,One-coloured Becard,,Cotingidae,Pachyramphus homochrous,One-colored Becard,,Tityridae,
,Pachyramphus minor,Pink-throated Becard,,Cotingidae,Pachyramphus minor,Pink-throated Becard,,Tityridae,
,Pachyramphus niger,Jamaican Becard,,Cotingidae,Pachyramphus niger,Jamaican Becard,,Tityridae,
,Pachyramphus validus,Crested Becard,,Cotingidae,Pachyramphus validus,Crested Becard,,Tityridae,
,Tityra cayana,Black-tailed Tityra,,Cotingidae,,,,,
,,,,,Tityra cayana,Western Black-tailed Tityra,,Tityridae,
,,,,,Tityra braziliensis,Eastern Black-tailed Tityra,,Tityridae,
,Tityra semifasciata,Masked Tityra,,Cotingidae,Tityra semifasciata,Masked Tityra,,Tityridae,
,Tityra inquisitor,Black-crowned Tityra,,Cotingidae,Tityra inquisitor,Black-crowned Tityra,,Tityridae,
,,,,,Tityra leucura,White-tailed Tityra,,Tityridae,
,Phoenicircus nigricollis,Black-necked Red-cotinga,,Cotingidae,Phoenicircus nigricollis,Black-necked Red Cotinga,,Cotingidae,
,Phoenicircus carnifex,Guianan Red-cotinga,,Cotingidae,Phoenicircus carnifex,Guianan Red Cotinga,,Cotingidae,
,Laniisoma elegans,Shrike-like Cotinga,,Cotingidae,,,,,
,,,,,Laniisoma elegans,Elegant Mourner,,Tityridae,
,,,,,Laniisoma buckleyi,Andean Mourner,,Tityridae,
,Phibalura flavirostris,Swallow-tailed Cotinga,,Cotingidae,,,,,
,,,,,Phibalura flavirostris,Swallow-tailed Cotinga,,Cotingidae,
,,,,,Phibalura boliviana,Apolo Cotinga,,Cotingidae,
,Tijuca atra,Black-and-gold Cotinga,,Cotingidae,Lipaugus ater,Black-and-gold Cotinga,,Cotingidae,
,Tijuca condita,Grey-winged Cotinga,,Cotingidae,Lipaugus conditus,Grey-winged Cotinga,,Cotingidae,
,Pipreola frontalis,Scarlet-breasted Fruiteater,,Cotingidae,,,,,
,,,,,Pipreola frontalis,Scarlet-breasted Fruiteater,,Cotingidae,
,,,,,Pipreola squamipectus,Scaly-breasted Fruiteater,,Cotingidae,
,Iodopleura pipra,Buff-throated Purpletuft,,Cotingidae,Iodopleura pipra,Buff-throated Purpletuft,,Tityridae,
,Iodopleura isabellae,White-browed Purpletuft,,Cotingidae,Iodopleura isabellae,White-browed Purpletuft,,Tityridae,
,Iodopleura fusca,Dusky Purpletuft,,Cotingidae,Iodopleura fusca,Dusky Purpletuft,,Tityridae,
,Calyptura cristata,Kinglet Calyptura,,Cotingidae,Calyptura cristata,Kinglet Calyptura,,Tyrannidae,
,Oxyruncus cristatus,Sharpbill,,Cotingidae,Oxyruncus cristatus,Sharpbill,,Tityridae,
,Schiffornis major,Greater Schiffornis,,Cotingidae,Schiffornis major,Varzea Schiffornis,,Tityridae,
,Schiffornis turdina,Thrush-like Schiffornis,,Cotingidae,,,,,
,,,,,Schiffornis turdina,Brown-winged Mourner,,Tityridae,
,,,,,Schiffornis stenorhyncha,Russet-winged Mourner,,Tityridae,
,,,,,Schiffornis veraepacis,Northern Mourner,,Tityridae,
,,,,,Schiffornis olivacea,Olivaceous Mourner,,Tityridae,
,,,,,Schiffornis aenea,Foothill Mourner,,Tityridae,
,Schiffornis virescens,Greenish Schiffornis,,Cotingidae,Schiffornis virescens,Greenish Schiffornis,,Tityridae,
,Sapayoa aenigma,Broad-billed Sapayoa,,Sapayoaidae,Sapayoa aenigma,Sapayoa,,Sapayoidae,
,Piprites pileata,Black-capped Piprites,,Pipridae,Piprites pileata,Black-capped Piprites,,Tyrannidae,
,Piprites griseiceps,Grey-headed Piprites,,Pipridae,Piprites griseiceps,Grey-headed Piprites,,Tyrannidae,
,Piprites chloris,Wing-barred Piprites,,Pipridae,Piprites chloris,Wing-barred Piprites,,Tyrannidae,
,Xenopipo unicolor,Jet Manakin,,Pipridae,Chloropipo unicolor,Jet Manakin,,Pipridae,
,Xenopipo holochlora,Green Manakin,,Pipridae,,,,,
,,,,,Cryptopipo holochlora,Green Manakin,,Pipridae,
,,,,,Cryptopipo litae,Choco Manakin,,Pipridae,
,Xenopipo flavicapilla,Yellow-headed Manakin,,Pipridae,Chloropipo flavicapilla,Yellow-headed Manakin,,Pipridae,
,Machaeropterus regulus,Striped Manakin,,Pipridae,,,,,
,,,,,Machaeropterus regulus,Kinglet Manakin,,Pipridae,
,,,,,Machaeropterus striolatus,Striolated Manakin,,Pipridae,
,,,,,Machaeropterus eckelberryi,Painted Manakin,,Pipridae,
,Corapipo altera,White-ruffed Manakin,,Pipridae,,,,,
,,,,,Corapipo leucorrhoa,White-ruffed Manakin,,Pipridae,
,Corapipo leucorrhoa,White-bibbed Manakin,,Pipridae,,,,,
,Chiroxiphia caudata,Swallow-tailed Manakin,,Pipridae,Chiroxiphia caudata,Blue Manakin,,Pipridae,
,Pipra mentalis,Red-capped Manakin,,Pipridae,Ceratopipra mentalis,Red-capped Manakin,,Pipridae,
,Pipra erythrocephala,Golden-headed Manakin,,Pipridae,Ceratopipra erythrocephala,Golden-headed Manakin,,Pipridae,
,Pipra rubrocapilla,Red-headed Manakin,,Pipridae,Ceratopipra rubrocapilla,Red-headed Manakin,,Pipridae,
,Pipra chloromeros,Round-tailed Manakin,,Pipridae,Ceratopipra chloromeros,Round-tailed Manakin,,Pipridae,
,Pipra cornuta,Scarlet-horned Manakin,,Pipridae,Ceratopipra cornuta,Scarlet-horned Manakin,,Pipridae,
,Pipra pipra,White-crowned Manakin,,Pipridae,Pseudopipra pipra,White-crowned Manakin,,Pipridae,
,Frederickena unduligera,Undulated Antshrike,,Thamnophilidae,Frederickena unduliger,Undulated Antshrike,,Thamnophilidae,
,Sakesphorus canadensis,Black-crested Antshrike,,Thamnophilidae,,,,,
,,,,,Sakesphorus canadensis,Black-crested Antshrike,,Thamnophilidae,
,,,,,Sakesphorus pulchellus,Streak-fronted Antshrike,,Thamnophilidae,
,Sakesphorus bernardi,Collared Antshrike,,Thamnophilidae,,,,,
,,,,,Thamnophilus bernardi,Collared Antshrike,,Thamnophilidae,
,,,,,Thamnophilus shumbae,Maranon Antshrike,,Thamnophilidae,
,Sakesphorus melanonotus,Black-backed Antshrike,,Thamnophilidae,Thamnophilus melanonotus,Black-backed Antshrike,,Thamnophilidae,
,Sakesphorus melanothorax,Band-tailed Antshrike,,Thamnophilidae,Thamnophilus melanothorax,Band-tailed Antshrike,,Thamnophilidae,
,Thamnophilus murinus,Mouse-coloured Antshrike,,Thamnophilidae,Thamnophilus murinus,Mouse-colored Antshrike,,Thamnophilidae,
,Thamnophilus punctatus,Northern Slaty-antshrike,,Thamnophilidae,Thamnophilus punctatus,Northern Slaty Antshrike,,Thamnophilidae,
,Thamnophilus stictocephalus,Natterer's Slaty-antshrike,,Thamnophilidae,Thamnophilus stictocephalus,Natterer's Slaty Antshrike,,Thamnophilidae,
,Thamnophilus sticturus,Bolivian Slaty-antshrike,,Thamnophilidae,Thamnophilus sticturus,Bolivian Slaty Antshrike,,Thamnophilidae,
,Thamnophilus pelzelni,Planalto Slaty-antshrike,,Thamnophilidae,Thamnophilus pelzelni,Planalto Slaty Antshrike,,Thamnophilidae,
,Thamnophilus ambiguus,Sooretama Slaty-antshrike,,Thamnophilidae,Thamnophilus ambiguus,Sooretama Slaty Antshrike,,Thamnophilidae,
,Thamnophilus atrinucha,Western Slaty-antshrike,,Thamnophilidae,Thamnophilus atrinucha,Black-crowned Antshrike,,Thamnophilidae,
,Thamnophilus ruficapillus,Rufous-capped Antshrike,,Thamnophilidae,,,,,
,,,,,Thamnophilus ruficapillus,Southern Rufous-capped Antshrike,,Thamnophilidae,
,,,,,Thamnophilus subfasciatus,Northern Rufous-capped Antshrike,,Thamnophilidae,
,Thamnistes anabatinus,Russet Antshrike,,Thamnophilidae,,,,,
,,,,,Thamnistes anabatinus,Western Russet Antshrike,,Thamnophilidae,
,,,,,Thamnistes aequatorialis,Eastern Russet Antshrike,,Thamnophilidae,
,Dysithamnus occidentalis,Bicoloured Antvireo,,Thamnophilidae,Dysithamnus occidentalis,Bicolored Antvireo,,Thamnophilidae,
,Myrmotherula hauxwelli,Plain-throated Antwren,,Thamnophilidae,Isleria hauxwelli,Plain-throated Antwren,,Thamnophilidae,
,Myrmotherula guttata,Rufous-bellied Antwren,,Thamnophilidae,Isleria guttata,Rufous-bellied Antwren,,Thamnophilidae,
,Myrmotherula gularis,Star-throated Antwren,,Thamnophilidae,Rhopias gularis,Star-throated Antwren,,Thamnophilidae,
,Myrmotherula gutturalis,Brown-bellied Antwren,,Thamnophilidae,Epinecrophylla gutturalis,Brown-bellied Antwren,,Thamnophilidae,
,,,,,Epinecrophylla haematonota,Western Stipple-throated Antwren,,Thamnophilidae,
,Epinecrophylla haematonota,Stipple-throated Antwren,,Thamnophilidae,,,,,
,,,,,Epinecrophylla amazonica,Eastern Stipple-throated Antwren,,Thamnophilidae,
,Epinecrophylla fjeldsaai,Brown-backed Antwren,,Thamnophilidae,,,,,
,Epinecrophylla ornata,Ornate Antwren,,Thamnophilidae,,,,,
,,,,,Epinecrophylla ornata,Western Ornate Antwren,,Thamnophilidae,
,,,,,Epinecrophylla hoffmannsi,Eastern Ornate Antwren,,Thamnophilidae,
,Myrmotherula axillaris,White-flanked Antwren,,Thamnophilidae,,,,,
,,,,,Myrmotherula axillaris,White-flanked Antwren,,Thamnophilidae,
,,,,,Myrmotherula luctuosa,Silvery-flanked Antwren,,Thamnophilidae,
,Myrmotherula fluminensis,Rio de Janeiro Antwren,,Thamnophilidae,,,,,
,Myrmotherula unicolor,Unicoloured Antwren,,Thamnophilidae,Myrmotherula unicolor,Unicolored Antwren,,Thamnophilidae,
,Herpsilochmus rufimarginatus,Rufous-winged Antwren,,Thamnophilidae,,,,,
,,,,,Herpsilochmus rufimarginatus,Southern Rufous-winged Antwren,,Thamnophilidae,
,,,,,Herpsilochmus scapularis,Northern Rufous-winged Antwren,,Thamnophilidae,
,,,,,Herpsilochmus praedictus,Predicted Antwren,,Thamnophilidae,
,,,,,Herpsilochmus stotzi,Aripuana Antwren,,Thamnophilidae,
,Formicivora grisea,White-fringed Antwren,,Thamnophilidae,,,,,
,,,,,Formicivora grisea,Southern White-fringed Antwren,,Thamnophilidae,
,,,,,Formicivora intermedia,Northern White-fringed Antwren,,Thamnophilidae,
,,,,,Formicivora serrana,Serra Antwren,,Thamnophilidae,
,Formicivora serrana,Serra Antwren,,Thamnophilidae,,,,,
,Formicivora littoralis,Restinga Antwren,,Thamnophilidae,,,,,
,,,,,Formicivora grantsaui,Sincora Antwren,,Thamnophilidae,
,Stymphalornis acutirostris,Parana Antwren,,Thamnophilidae,,,,,
,,,,,Formicivora acutirostris,Parana Antwren,,Thamnophilidae,
,,,,,Formicivora paludicola,Marsh Antwren,,Thamnophilidae,
,Drymophila caudata,Long-tailed Antbird,,Thamnophilidae,,,,,
,,,,,Drymophila caudata,East Andean Antbird,,Thamnophilidae,
,,,,,Drymophila striaticeps,Streak-headed Antbird,,Thamnophilidae,
,,,,,Drymophila hellmayri,Santa Marta Antbird,,Thamnophilidae,
,,,,,Drymophila klagesi,Klages's Antbird,,Thamnophilidae,
,Terenura callinota,Rufous-rumped Antwren,,Thamnophilidae,Euchrepomis callinota,Rufous-rumped Antwren,,Thamnophilidae,
,Terenura humeralis,Chestnut-shouldered Antwren,,Thamnophilidae,Euchrepomis humeralis,Chestnut-shouldered Antwren,,Thamnophilidae,
,Terenura sharpei,Yellow-rumped Antwren,,Thamnophilidae,Euchrepomis sharpei,Yellow-rumped Antwren,,Thamnophilidae,
,Terenura spodioptila,Ash-winged Antwren,,Thamnophilidae,Euchrepomis spodioptila,Ash-winged Antwren,,Thamnophilidae,
