Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
Aratinga euops,Cuban Parakeet,,Psittacidae,Psittacara euops,Cuban Parakeet,,Psittacidae,
Aratinga chloroptera,Hispaniolan Parakeet,,Psittacidae,Psittacara chloropterus,Hispaniolan Parakeet,,Psittacidae,
Aratinga nana,Olive-throated Parakeet,,Psittacidae,,,,,
,,,,Eupsittula nana,Jamaican Parakeet,,Psittacidae,
,,,,Eupsittula astec,Aztec Parakeet,,Psittacidae,
Aratinga canicularis,Orange-fronted Parakeet,,Psittacidae,Eupsittula canicularis,Orange-fronted Parakeet,,Psittacidae,
Aratinga aurea,Peach-fronted Parakeet,,Psittacidae,Eupsittula aurea,Peach-fronted Parakeet,,Psittacidae,
Aratinga pertinax,Brown-throated Parakeet,,Psittacidae,Eupsittula pertinax,Brown-throated Parakeet,,Psittacidae,
Aratinga cactorum,Caatinga Parakeet,,Psittacidae,Eupsittula cactorum,Cactus Parakeet,,Psittacidae,
,,,,Psittacara labati,Guadeloupe Parakeet,,Psittacidae,
Nandayus nenday,Nanday Parakeet,,Psittacidae,Aratinga nenday,Nanday Parakeet,,Psittacidae,
,,,,Conuropsis carolinensis,Carolina Parakeet,,Psittacidae,
Pyrrhura picta,Painted Parakeet,,Psittacidae,,,,,
,,,,Pyrrhura picta,Painted Parakeet,,Psittacidae,
,,,,Pyrrhura eisenmanni,Azuero Parakeet,,Psittacidae,
,,,,Pyrrhura subandina,Sinu Parakeet,,Psittacidae,
,,,,Pyrrhura caeruleiceps,Perija Parakeet,,Psittacidae,
Pyrrhura roseifrons,Rose-fronted Parakeet,,Psittacidae,,,,,
,,,,Pyrrhura roseifrons,Rose-fronted Parakeet,,Psittacidae,
,,,,Pyrrhura parvifrons,Garlepp's Parakeet,,Psittacidae,
Pyrrhura amazonum,Santarem Parakeet,,Psittacidae,,,,,
,,,,Pyrrhura amazonum,Santarem Parakeet,,Psittacidae,
,,,,Pyrrhura snethlageae,Madeira Parakeet,,Psittacidae,
,,,,Pyrrhura peruviana,Wavy-breasted Parakeet,,Psittacidae,
Pyrrhura pfrimeri,Pfrimer's Parakeet,,Psittacidae,Pyrrhura pfrimeri,Goias Parakeet,,Psittacidae,
Pyrrhura melanura,Maroon-tailed Parakeet,,Psittacidae,,,,,
,,,,Pyrrhura melanura,Maroon-tailed Parakeet,,Psittacidae,
,,,,Pyrrhura chapmani,Upper Magdalena Parakeet,,Psittacidae,
,,,,Pyrrhura pacifica,Choco Parakeet,,Psittacidae,
Pyrrhura albipectus,White-breasted Parakeet,,Psittacidae,Pyrrhura albipectus,White-necked Parakeet,,Psittacidae,
Pyrrhura calliptera,Flame-winged Parakeet,,Psittacidae,Pyrrhura calliptera,Brown-breasted Parakeet,,Psittacidae,
Pyrrhura hoematotis,Blood-eared Parakeet,,Psittacidae,Pyrrhura hoematotis,Red-eared Parakeet,,Psittacidae,
Pyrrhura rhodocephala,Rose-crowned Parakeet,,Psittacidae,Pyrrhura rhodocephala,Rose-headed Parakeet,,Psittacidae,
Myiopsitta monachus,Monk Parakeet,,Psittacidae,,,,,
,,,,Myiopsitta monachus,Monk Parakeet,,Psittacidae,
,,,,Myiopsitta luchsi,Cliff Parakeet,,Psittacidae,
Forpus xanthopterygius,Blue-winged Parrotlet,,Psittacidae,,,,,
,,,,Forpus xanthopterygius,Blue-winged Parrotlet,,Psittacidae,
,,,,Forpus spengeli,Turquoise-winged Parrotlet,,Psittacidae,
Nannopsittaca dachilleae,Manu Parrotlet,,Psittacidae,Nannopsittaca dachilleae,Amazonian Parrotlet,,Psittacidae,
Pionites leucogaster,White-bellied Parrot,,Psittacidae,,,,,
,,,,Pionites leucogaster,Green-thighed Parrot,,Psittacidae,
,,,,Pionites xanthomerius,Black-legged Parrot,,Psittacidae,
,,,,Pionites xanthurus,Yellow-tailed Parrot,,Psittacidae,
Hapalopsittaca fuertesi,Fuertes's Parrot,,Psittacidae,Hapalopsittaca fuertesi,Indigo-winged Parrot,,Psittacidae,
Pionus menstruus,Blue-headed Parrot,,Psittacidae,,,,,
,,,,Pionus menstruus,Blue-headed Parrot,,Psittacidae,
,,,,Pionus reichenowi,Blue-breasted Parrot,,Psittacidae,
Amazona xantholora,Yucatan Amazon,,Psittacidae,Amazona xantholora,Yellow-lored Amazon,,Psittacidae,
Amazona autumnalis,Red-lored Amazon,,Psittacidae,,,,,
,,,,Amazona autumnalis,Red-lored Amazon,,Psittacidae,
,,,,Amazona lilacina,Lilacine Amazon,,Psittacidae,
Amazona festiva,Festive Amazon,,Psittacidae,,,,,
,,,,Amazona festiva,Southern Festive Amazon,,Psittacidae,
,,,,Amazona bodini,Northern Festive Amazon,,Psittacidae,
Alipiopsitta xanthops,Yellow-faced Parrot,,Psittacidae,Alipiopsitta xanthops,Yellow-faced Amazon,,Psittacidae,
,,,,Amazona oratrix,Yellow-headed Amazon,,Psittacidae,
Amazona oratrix,Yellow-headed Amazon,,Psittacidae,,,,,
Amazona tresmariae,Tres Marias Amazon,,Psittacidae,,,,,
Amazona mercenaria,Scaly-naped Amazon,,Psittacidae,Amazona mercenarius,Scaly-naped Amazon,,Psittacidae,
Amazona farinosa,Mealy Amazon,,Psittacidae,,,,,
,,,,Amazona farinosa,Southern Mealy Amazon,,Psittacidae,
,,,,Amazona guatemalae,Northern Mealy Amazon,,Psittacidae,
Amazona kawalli,Kawall's Amazon,,Psittacidae,Amazona kawalli,White-faced Amazon,,Psittacidae,
Amazona versicolor,St. Lucia Amazon,,Psittacidae,Amazona versicolor,St Lucia Amazon,,Psittacidae,
Amazona guildingii,St. Vincent Amazon,,Psittacidae,Amazona guildingii,St Vincent Amazon,,Psittacidae,
,,,,Amazona violacea,Guadeloupe Amazon,,Psittacidae,
,,,,Amazona martinicana,Martinique Amazon,,Psittacidae,
Tauraco persa,Guinea Turaco,,Musophagidae,Tauraco persa,Green Turaco,,Musophagidae,
Ruwenzorornis johnstoni,Ruwenzori Turaco,,Musophagidae,Gallirex johnstoni,Ruwenzori Turaco,,Musophagidae,
Tauraco porphyreolophus,Purple-crested Turaco,,Musophagidae,Gallirex porphyreolophus,Purple-crested Turaco,,Musophagidae,
Corythaixoides personatus,Bare-faced Go-away-bird,,Musophagidae,,,,,
,,,,Corythaixoides personatus,Brown-faced Go-away-bird,,Musophagidae,
,,,,Corythaixoides leopoldi,Black-faced Go-away-bird,,Musophagidae,
Corythaixoides leucogaster,White-bellied Go-away-bird,,Musophagidae,Criniferoides leucogaster,White-bellied Go-away-bird,,Musophagidae,
Hierococcyx fugax,Malaysian Hawk-Cuckoo,,Cuculidae,Hierococcyx fugax,Malay Hawk-cuckoo,,Cuculidae,
Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,,Cuculidae,Hierococcyx nisicolor,Whistling Hawk-cuckoo,,Cuculidae,
Hierococcyx hyperythrus,Rufous Hawk-Cuckoo,,Cuculidae,Hierococcyx hyperythrus,Northern Hawk-cuckoo,,Cuculidae,
Cuculus saturatus,Himalayan Cuckoo,,Cuculidae,,,,,
Cuculus optatus,Oriental Cuckoo,,Cuculidae,,,,,
,,,,Cuculus saturatus,Oriental Cuckoo,,Cuculidae,
Cacomantis pallidus,Pallid Cuckoo,,Cuculidae,Heteroscenes pallidus,Pallid Cuckoo,,Cuculidae,
Cacomantis sepulcralis,Rusty-breasted Cuckoo,,Cuculidae,,,,,
,,,,Cacomantis aeruginosus,Moluccan Cuckoo,,Cuculidae,
,,,,Cacomantis variolosus,Brush Cuckoo,,Cuculidae,
Cacomantis variolosus,Brush Cuckoo,,Cuculidae,,,,,
Cacomantis heinrichi,Moluccan Cuckoo,,Cuculidae,,,,,
Chrysococcyx megarhynchus,Long-billed Cuckoo,,Cuculidae,Chalcites megarhynchus,Long-billed Cuckoo,,Cuculidae,
Chrysococcyx minutillus,Little Bronze Cuckoo,,Cuculidae,,,,,
,,,,Chalcites minutillus,Little Bronze-cuckoo,,Cuculidae,
,,,,Chalcites crassirostris,Pied Bronze-cuckoo,,Cuculidae,
Chrysococcyx lucidus,Shining Bronze Cuckoo,,Cuculidae,Chalcites lucidus,Shining Bronze-cuckoo,,Cuculidae,
Chrysococcyx basalis,Horsfield's Bronze Cuckoo,,Cuculidae,Chalcites basalis,Horsfield's Bronze-cuckoo,,Cuculidae,
Chrysococcyx ruficollis,Rufous-throated Bronze Cuckoo,,Cuculidae,Chalcites ruficollis,Rufous-throated Bronze-cuckoo,,Cuculidae,
Chrysococcyx meyerii,White-eared Bronze Cuckoo,,Cuculidae,Chalcites meyerii,White-eared Bronze-cuckoo,,Cuculidae,
Chrysococcyx osculans,Black-eared Cuckoo,,Cuculidae,Chalcites osculans,Black-eared Cuckoo,,Cuculidae,
Chrysococcyx caprius,Dideric Cuckoo,,Cuculidae,Chrysococcyx caprius,Diederik Cuckoo,,Cuculidae,
,,,,Nannococcyx psix,St Helena Cuckoo,,Cuculidae,
Cacomantis leucolophus,White-crowned Cuckoo,,Cuculidae,Caliechthrus leucolophus,White-crowned Cuckoo,,Cuculidae,
,,,,Surniculus lugubris,Square-tailed Drongo-cuckoo,,Cuculidae,
Surniculus lugubris,Square-tailed Drongo-Cuckoo,,Cuculidae,,,,,
,,,,Surniculus dicruroides,Fork-tailed Drongo-cuckoo,,Cuculidae,
Surniculus dicruroides,Fork-tailed Drongo-Cuckoo,,Cuculidae,,,,,
,,,,Eudynamys scolopaceus,Western Koel,,Cuculidae,
Eudynamys scolopaceus,Asian Koel,,Cuculidae,,,,,
,,,,Eudynamys orientalis,Eastern Koel,,Cuculidae,
Eudynamys orientalis,Pacific Koel,,Cuculidae,,,,,
Eudynamys melanorhynchus,Black-billed Koel,,Cuculidae,,,,,
Urodynamis taitensis,Long-tailed Cuckoo,,Cuculidae,Urodynamis taitensis,Long-tailed Koel,,Cuculidae,
Ceuthmochares aereus,Blue Malkoha,,Cuculidae,Ceuthmochares aereus,Chattering Yellowbill,,Cuculidae,
Ceuthmochares australis,Green Malkoha,,Cuculidae,Ceuthmochares australis,Whistling Yellowbill,,Cuculidae,
Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,,Cuculidae,,,,,
,,,,Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,,Cuculidae,
,,,,Phaenicophaeus oeneicaudus,Mentawai Malkoha,,Cuculidae,
Dasylophus superciliosus,Rough-crested Malkoha,,Cuculidae,Dasylophus superciliosus,Red-crested Malkoha,,Cuculidae,
Dasylophus cumingi,Scale-feathered Malkoha,,Cuculidae,Lepidogrammus cumingi,Scale-feathered Malkoha,,Cuculidae,
Carpococcyx radiceus,Bornean Ground Cuckoo,,Cuculidae,Carpococcyx radiceus,Bornean Ground-cuckoo,,Cuculidae,
Carpococcyx viridis,Sumatran Ground Cuckoo,,Cuculidae,Carpococcyx viridis,Sumatran Ground-cuckoo,,Cuculidae,
Carpococcyx renauldi,Coral-billed Ground Cuckoo,,Cuculidae,Carpococcyx renauldi,Coral-billed Ground-cuckoo,,Cuculidae,
,,,,Coua delalandei,Snail-eating Coua,,Cuculidae,
Coua ruficeps,Red-capped Coua,,Cuculidae,,,,,
,,,,Coua ruficeps,Red-capped Coua,,Cuculidae,
,,,,Coua olivaceiceps,Olive-capped Coua,,Cuculidae,
Coua cristata,Crested Coua,,Cuculidae,,,,,
,,,,Coua cristata,Crested Coua,,Cuculidae,
,,,,Coua pyropyga,Chestnut-vented Coua,,Cuculidae,
Centropus ateralbus,White-necked Coucal,,Cuculidae,Centropus ateralbus,Pied Coucal,,Cuculidae,
Centropus phasianinus,Pheasant Coucal,,Cuculidae,,,,,
,,,,Centropus phasianinus,Pheasant Coucal,,Cuculidae,
,,,,Centropus spilopterus,Kai Coucal,,Cuculidae,
Centropus nigrorufus,Sunda Coucal,,Cuculidae,Centropus nigrorufus,Javan Coucal,,Cuculidae,
Centropus toulou,Malagasy Coucal,,Cuculidae,Centropus toulou,Madagascar Coucal,,Cuculidae,
,,,,Centropus superciliosus,White-browed Coucal,,Cuculidae,
Centropus superciliosus,White-browed Coucal,,Cuculidae,,,,,
Centropus burchellii,Burchell's Coucal,,Cuculidae,,,,,
Piaya cayana,Squirrel Cuckoo,,Cuculidae,,,,,
,,,,Piaya cayana,Common Squirrel-cuckoo,,Cuculidae,
,,,,Piaya mexicana,Mexican Squirrel-cuckoo,,Cuculidae,
Coccyzus merlini,Great Lizard Cuckoo,,Cuculidae,,,,,
,,,,Coccyzus merlini,Cuban Lizard-cuckoo,,Cuculidae,
,,,,Coccyzus bahamensis,Bahama Lizard-cuckoo,,Cuculidae,
Coccyzus vetula,Jamaican Lizard Cuckoo,,Cuculidae,Coccyzus vetula,Jamaican Lizard-cuckoo,,Cuculidae,
Coccyzus longirostris,Hispaniolan Lizard Cuckoo,,Cuculidae,Coccyzus longirostris,Hispaniolan Lizard-cuckoo,,Cuculidae,
Coccyzus vieilloti,Puerto Rican Lizard Cuckoo,,Cuculidae,Coccyzus vieilloti,Puerto Rican Lizard-cuckoo,,Cuculidae,
Morococcyx erythropygus,Lesser Ground Cuckoo,,Cuculidae,Morococcyx erythropygus,Lesser Ground-cuckoo,,Cuculidae,
,,,,Neomorphus geoffroyi,Rufous-vented Ground-cuckoo,,Cuculidae,
Neomorphus geoffroyi,Rufous-vented Ground Cuckoo,,Cuculidae,,,,,
Neomorphus squamiger,Scaled Ground Cuckoo,,Cuculidae,,,,,
Neomorphus radiolosus,Banded Ground Cuckoo,,Cuculidae,Neomorphus radiolosus,Banded Ground-cuckoo,,Cuculidae,
Neomorphus rufipennis,Rufous-winged Ground Cuckoo,,Cuculidae,Neomorphus rufipennis,Rufous-winged Ground-cuckoo,,Cuculidae,
Neomorphus pucheranii,Red-billed Ground Cuckoo,,Cuculidae,Neomorphus pucheranii,Red-billed Ground-cuckoo,,Cuculidae,
,,,,Tyto multipunctata,Lesser Sooty-owl,,Tytonidae,
Tyto tenebricosa,Sooty Owl,,Tytonidae,,,,,
,,,,Tyto tenebricosa,Greater Sooty-owl,,Tytonidae,
Tyto inexspectata,Minahassa Masked Owl,,Tytonidae,Tyto inexspectata,Minahasa Masked-owl,,Tytonidae,
Tyto nigrobrunnea,Taliabu Masked Owl,,Tytonidae,Tyto nigrobrunnea,Taliabu Masked-owl,,Tytonidae,
Tyto sororcula,Moluccan Masked Owl,,Tytonidae,,,,,
,,,,Tyto almae,Seram Masked-owl,,Tytonidae,
Tyto manusi,Manus Masked Owl,,Tytonidae,,,,,
Tyto aurantia,Golden Masked Owl,,Tytonidae,Tyto aurantia,Golden Masked-owl,,Tytonidae,
,,,,Tyto novaehollandiae,Australian Masked-owl,,Tytonidae,
Tyto novaehollandiae,Australian Masked Owl,,Tytonidae,,,,,
Tyto rosenbergii,Sulawesi Masked Owl,,Tytonidae,Tyto rosenbergii,Sulawesi Masked-owl,,Tytonidae,
Tyto soumagnei,Red Owl,,Tytonidae,Tyto soumagnei,Madagascar Red Owl,,Tytonidae,
Tyto alba,Western Barn Owl,,Tytonidae,,,,,
,,,,Tyto alba,Common Barn-owl,,Tytonidae,
Tyto delicatula,Eastern Barn Owl,,Tytonidae,,,,,
Tyto deroepstorffi,Andaman Masked Owl,,Tytonidae,,,,,
,,,,Tyto glaucops,Ashy-faced Owl,,Tytonidae,
Tyto glaucops,Ashy-faced Owl,,Tytonidae,,,,,
Tyto capensis,African Grass Owl,,Tytonidae,Tyto capensis,African Grass-owl,,Tytonidae,
Tyto longimembris,Eastern Grass Owl,,Tytonidae,Tyto longimembris,Eastern Grass-owl,,Tytonidae,
Phodilus prigoginei,Congo Bay Owl,,Tytonidae,Phodilus prigoginei,Congo Bay-owl,,Tytonidae,
Phodilus badius,Oriental Bay Owl,,Tytonidae,Phodilus badius,Oriental Bay-owl,,Tytonidae,
Phodilus assimilis,Sri Lanka Bay Owl,,Tytonidae,Phodilus assimilis,Sri Lanka Bay-owl,,Tytonidae,
Otus sagittatus,White-fronted Scops Owl,,Strigidae,Otus sagittatus,White-fronted Scops-owl,,Strigidae,
Otus rufescens,Reddish Scops Owl,,Strigidae,Otus rufescens,Reddish Scops-owl,,Strigidae,
Otus icterorhynchus,Sandy Scops Owl,,Strigidae,Otus icterorhynchus,Sandy Scops-owl,,Strigidae,
Otus thilohoffmanni,Serendib Scops Owl,,Strigidae,Otus thilohoffmanni,Serendib Scops-owl,,Strigidae,
Otus ireneae,Sokoke Scops Owl,,Strigidae,Otus ireneae,Sokoke Scops-owl,,Strigidae,
Otus balli,Andaman Scops Owl,,Strigidae,Otus balli,Andaman Scops-owl,,Strigidae,
Otus spilocephalus,Mountain Scops Owl,,Strigidae,Otus spilocephalus,Mountain Scops-owl,,Strigidae,
Otus mirus,Mindanao Scops Owl,,Strigidae,Otus mirus,Mindanao Highland Scops-owl,,Strigidae,
Otus brucei,Pallid Scops Owl,,Strigidae,Otus brucei,Pallid Scops-owl,,Strigidae,
Megascops flammeolus,Flammulated Owl,,Strigidae,Psiloscops flammeolus,Flammulated Owl,,Strigidae,
Otus scops,Eurasian Scops Owl,,Strigidae,,,,,
,,,,Otus scops,Eurasian Scops-owl,,Strigidae,
,,,,Otus cyprius,Cyprus Scops-owl,,Strigidae,
Otus senegalensis,African Scops Owl,,Strigidae,,,,,
,,,,Otus senegalensis,African Scops-owl,,Strigidae,
,,,,Otus feae,Annobon Scops-owl,,Strigidae,
,,,,Otus pamelae,Arabian Scops-owl,,Strigidae,
Otus socotranus,Socotra Scops Owl,,Strigidae,Otus socotranus,Socotra Scops-owl,,Strigidae,
Otus sunia,Oriental Scops Owl,,Strigidae,Otus sunia,Oriental Scops-owl,,Strigidae,
Otus manadensis,Sulawesi Scops Owl,,Strigidae,,,,,
,,,,Otus manadensis,Sulawesi Scops-owl,,Strigidae,
,,,,Otus mendeni,Banggai Scops-owl,,Strigidae,
Otus siaoensis,Siau Scops Owl,,Strigidae,Otus siaoensis,Siau Scops-owl,,Strigidae,
Otus collari,Sangihe Scops Owl,,Strigidae,Otus collari,Sangihe Scops-owl,,Strigidae,
Otus alius,Nicobar Scops Owl,,Strigidae,Otus alius,Nicobar Scops-owl,,Strigidae,
Otus longicornis,Luzon Scops Owl,,Strigidae,Otus longicornis,Luzon Highland Scops-owl,,Strigidae,
Otus mindorensis,Mindoro Scops Owl,,Strigidae,Otus mindorensis,Mindoro Scops-owl,,Strigidae,
Otus angelinae,Javan Scops Owl,,Strigidae,Otus angelinae,Javan Scops-owl,,Strigidae,
Otus umbra,Simeulue Scops Owl,,Strigidae,Otus umbra,Simeulue Scops-owl,,Strigidae,
Otus hartlaubi,Sao Tome Scops Owl,,Strigidae,Otus hartlaubi,Sao Tome Scops-owl,,Strigidae,
Otus elegans,Ryukyu Scops Owl,,Strigidae,Otus elegans,Ryukyu Scops-owl,,Strigidae,
Otus mantananensis,Mantanani Scops Owl,,Strigidae,Otus mantananensis,Mantanani Scops-owl,,Strigidae,
Otus magicus,Moluccan Scops Owl,,Strigidae,,,,,
,,,,Otus magicus,Moluccan Scops-owl,,Strigidae,
,,,,Otus tempestatis,Wetar Scops-owl,,Strigidae,
Otus sulaensis,Sula Scops Owl,,Strigidae,Otus sulaensis,Sula Scops-owl,,Strigidae,
Otus alfredi,Flores Scops Owl,,Strigidae,Otus alfredi,Flores Scops-owl,,Strigidae,
,,,,Otus jolandae,Rinjani Scops-owl,,Strigidae,
Otus insularis,Seychelles Scops Owl,,Strigidae,Otus insularis,Seychelles Scops-owl,,Strigidae,
Otus beccarii,Biak Scops Owl,,Strigidae,Otus beccarii,Biak Scops-owl,,Strigidae,
Otus enganensis,Enggano Scops Owl,,Strigidae,Otus enganensis,Enggano Scops-owl,,Strigidae,
,,,,Otus rutilus,Madagascar Scops-owl,,Strigidae,
Otus rutilus,Rainforest Scops Owl,,Strigidae,,,,,
Otus madagascariensis,Torotoroka Scops Owl,,Strigidae,,,,,
Otus mayottensis,Mayotte Scops Owl,,Strigidae,Otus mayottensis,Mayotte Scops-owl,,Strigidae,
Otus capnodes,Anjouan Scops Owl,,Strigidae,Otus capnodes,Anjouan Scops-owl,,Strigidae,
Otus moheliensis,Moheli Scops Owl,,Strigidae,Otus moheliensis,Moheli Scops-owl,,Strigidae,
Otus pauliani,Karthala Scops Owl,,Strigidae,Otus pauliani,Grand Comoro Scops-owl,,Strigidae,
Otus pembaensis,Pemba Scops Owl,,Strigidae,Otus pembaensis,Pemba Scops-owl,,Strigidae,
Otus brookii,Rajah Scops Owl,,Strigidae,Otus brookii,Rajah Scops-owl,,Strigidae,
Otus bakkamoena,Indian Scops Owl,,Strigidae,Otus bakkamoena,Indian Scops-owl,,Strigidae,
Otus semitorques,Japanese Scops Owl,,Strigidae,Otus semitorques,Japanese Scops-owl,,Strigidae,
Otus lettia,Collared Scops Owl,,Strigidae,Otus lettia,Collared Scops-owl,,Strigidae,
Otus lempiji,Sunda Scops Owl,,Strigidae,Otus lempiji,Sunda Scops-owl,,Strigidae,
Otus mentawi,Mentawai Scops Owl,,Strigidae,Otus mentawi,Mentawai Scops-owl,,Strigidae,
Otus megalotis,Philippine Scops Owl,,Strigidae,,,,,
,,,,Otus megalotis,Luzon Lowland Scops-owl,,Strigidae,
,,,,Otus nigrorum,Visayan Scops-owl,,Strigidae,
,,,,Otus everetti,Mindanao Lowland Scops-owl,,Strigidae,
Otus fuliginosus,Palawan Scops Owl,,Strigidae,Otus fuliginosus,Palawan Scops-owl,,Strigidae,
Otus silvicola,Wallace's Scops Owl,,Strigidae,Otus silvicola,Wallace's Scops-owl,,Strigidae,
Megascops kennicottii,Western Screech Owl,,Strigidae,Megascops kennicottii,Western Screech-owl,,Strigidae,
,,,,Megascops asio,Eastern Screech-owl,,Strigidae,
Megascops asio,Eastern Screech Owl,,Strigidae,,,,,
Megascops seductus,Balsas Screech Owl,,Strigidae,Megascops seductus,Balsas Screech-owl,,Strigidae,
Megascops cooperi,Pacific Screech Owl,,Strigidae,,,,,
,,,,Megascops cooperi,Pacific Screech-owl,,Strigidae,
Megascops trichopsis,Whiskered Screech Owl,,Strigidae,Megascops trichopsis,Whiskered Screech-owl,,Strigidae,
Megascops choliba,Tropical Screech Owl,,Strigidae,Megascops choliba,Tropical Screech-owl,,Strigidae,
,,,,Megascops gilesi,Santa Marta Screech-owl,,Strigidae,
Megascops koepckeae,Koepcke's Screech Owl,,Strigidae,Megascops koepckeae,Koepcke's Screech-owl,,Strigidae,
Megascops roboratus,West Peruvian Screech Owl,,Strigidae,Megascops roboratus,Peruvian Screech-owl,,Strigidae,
Megascops barbarus,Bearded Screech Owl,,Strigidae,Megascops barbarus,Bearded Screech-owl,,Strigidae,
,,,,Megascops vermiculatus,Vermiculated Screech-owl,,Strigidae,
Megascops vermiculatus,Vermiculated Screech Owl,,Strigidae,,,,,
Megascops centralis,Choco Screech Owl,,Strigidae,,,,,
Megascops roraimae,Roraiman Screech Owl,,Strigidae,,,,,
Megascops napensis,Napo Screech Owl,,Strigidae,,,,,
Megascops atricapilla,Black-capped Screech Owl,,Strigidae,Megascops atricapilla,Black-capped Screech-owl,,Strigidae,
Megascops guatemalae,Middle American Screech Owl,,Strigidae,Megascops guatemalae,Guatemalan Screech-owl,,Strigidae,
Megascops hoyi,Yungas Screech Owl,,Strigidae,Megascops hoyi,Yungas Screech-owl,,Strigidae,
Megascops sanctaecatarinae,Long-tufted Screech Owl,,Strigidae,Megascops sanctaecatarinae,Long-tufted Screech-owl,,Strigidae,
Megascops watsonii,Tawny-bellied Screech Owl,,Strigidae,Megascops watsonii,Tawny-bellied Screech-owl,,Strigidae,
Megascops petersoni,Cinnamon Screech Owl,,Strigidae,Megascops petersoni,Cinnamon Screech-owl,,Strigidae,
Megascops marshalli,Cloud-forest Screech Owl,,Strigidae,Megascops marshalli,Cloudforest Screech-owl,,Strigidae,
Megascops ingens,Rufescent Screech Owl,,Strigidae,Megascops ingens,Rufescent Screech-owl,,Strigidae,
Megascops colombianus,Colombian Screech Owl,,Strigidae,Megascops colombianus,Colombian Screech-owl,,Strigidae,
Megascops clarkii,Bare-shanked Screech Owl,,Strigidae,Megascops clarkii,Bare-shanked Screech-owl,,Strigidae,
Megascops nudipes,Puerto Rican Screech Owl,,Strigidae,Megascops nudipes,Puerto Rican Screech-owl,,Strigidae,
Gymnoglaux lawrencii,Bare-legged Owl,,Strigidae,Margarobyas lawrencii,Bare-legged Screech-owl,,Strigidae,
Megascops albogularis,White-throated Screech Owl,,Strigidae,Megascops albogularis,White-throated Screech-owl,,Strigidae,
Mimizuku gurneyi,Giant Scops Owl,,Strigidae,Otus gurneyi,Giant Scops-owl,,Strigidae,
Bubo magellanicus,Lesser Horned Owl,,Strigidae,Bubo magellanicus,Magellanic Horned Owl,,Strigidae,
Bubo bengalensis,Indian Eagle-Owl,,Strigidae,Bubo bengalensis,Rock Eagle-owl,,Strigidae,
,,,,Bubo poensis,Fraser's Eagle-owl,,Strigidae,
Bubo poensis,Fraser's Eagle-Owl,,Strigidae,,,,,
Bubo vosseleri,Usambara Eagle-Owl,,Strigidae,,,,,
Bubo blakistoni,Blakiston's Fish Owl,,Strigidae,Bubo blakistoni,Blakiston's Eagle-owl,,Strigidae,
Ketupa zeylonensis,Brown Fish Owl,,Strigidae,Ketupa zeylonensis,Brown Fish-owl,,Strigidae,
Ketupa flavipes,Tawny Fish Owl,,Strigidae,Ketupa flavipes,Tawny Fish-owl,,Strigidae,
Ketupa ketupu,Buffy Fish Owl,,Strigidae,Ketupa ketupu,Buffy Fish-owl,,Strigidae,
Scotopelia peli,Pel's Fishing Owl,,Strigidae,Scotopelia peli,Pel's Fishing-owl,,Strigidae,
Scotopelia ussheri,Rufous Fishing Owl,,Strigidae,Scotopelia ussheri,Rufous Fishing-owl,,Strigidae,
Scotopelia bouvieri,Vermiculated Fishing Owl,,Strigidae,Scotopelia bouvieri,Vermiculated Fishing-owl,,Strigidae,
Strix seloputo,Spotted Wood Owl,,Strigidae,Strix seloputo,Spotted Wood-owl,,Strigidae,
Strix ocellata,Mottled Wood Owl,,Strigidae,Strix ocellata,Mottled Wood-owl,,Strigidae,
Strix leptogrammica,Brown Wood Owl,,Strigidae,Strix leptogrammica,Brown Wood-owl,,Strigidae,
